tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,month,dayofweek,weekofyear,temp_humidity,temp_range,heat_index,condition_severity
17.0,9.0,12.4,87.9,0.0,0,0.0,9.4,1021.4,1,0,1,1089.96,8.0,301.011319,0
15.3,7.9,11.2,85.6,0.0,0,0.0,9.4,1022.2,1,1,1,958.72,7.4,312.1913396,1
15.0,6.9,9.6,90.1,0.0,0,0.0,11.2,1022.2,1,2,1,864.96,8.1,326.341633,0
17.0,5.8,9.7,83.0,0.0,0,0.0,8.7,1023.7,1,3,1,805.1,11.2,325.4576717,1
14.7,6.1,9.1,87.7,0.0,0,0.0,11.2,1024.2,1,4,1,798.07,8.6,331.6313353,1
14.2,5.0,8.3,89.2,0.0,0,0.0,11.2,1022.1,1,5,1,740.36,9.2,339.1616511,1
16.8,4.0,9.6,85.3,0.0,0,0.0,9.4,1019.5,1,6,1,818.88,12.8,326.8800358,1
17.7,6.5,11.0,91.8,0.0,0,0.0,7.6,1020.2,1,0,2,1009.8,11.2,312.25065,1
17.0,7.0,11.1,88.6,0.0,0,0.0,11.8,1019.3,1,1,2,983.46,10.0,312.6699848,1
19.0,6.7,11.9,87.6,0.0,0,0.0,18.4,1014.8,1,2,2,1042.44,12.3,305.6016262,1
29.0,24.0,26.4,85.3,0.03,100,4.17,15.8,1009.6,9,6,38,2251.92,5.0,193.9646124,2
21.0,12.0,15.1,90.5,0.0,0,0.0,13.0,1013.3,1,4,2,1366.55,9.0,275.9769901,1
17.7,10.0,13.0,82.0,0.0,0,0.0,18.4,1016.5,1,5,2,1066.0,7.7,295.989083,1
16.4,5.0,10.5,59.6,0.0,0,0.0,21.1,1015.5,1,6,2,625.8,11.4,286.6558388,0
17.6,4.8,10.6,61.2,0.0,0,0.0,13.0,1016.8,1,0,3,648.72,12.8,289.6966391,0
18.7,4.9,11.3,55.1,0.0,0,0.0,14.8,1017.4,1,1,3,622.63,13.8,269.5655967,0
18.4,5.6,11.0,60.1,0.0,0,0.0,11.2,1019.3,1,2,3,661.1,12.8,284.311154,0
21.1,7.1,14.3,54.4,0.0,0,0.0,7.6,1019.0,1,3,3,777.92,14.0,248.8103131,1
22.6,11.0,16.2,62.1,0.0,0,0.0,13.0,1017.3,1,4,3,1006.02,11.6,252.7058082,1
22.4,9.3,15.1,80.0,0.0,0,0.0,7.6,1016.8,1,5,3,1208.0,13.1,278.0599047,0
23.0,10.0,15.6,72.4,0.0,0,0.0,9.4,1016.0,1,6,3,1129.44,13.0,269.9598824,1
24.8,10.0,16.6,68.2,0.0,0,0.0,11.2,1015.3,1,0,4,1132.12,14.8,258.495807,1
20.6,13.8,17.1,81.5,0.0,0,0.0,16.6,1014.1,1,1,4,1393.65,6.8,262.2844056,1
18.6,12.4,15.5,91.8,0.0,0,0.0,11.2,1015.9,1,2,4,1422.9,6.2,271.6018359,1
16.2,12.0,14.2,94.1,0.0,0,0.0,14.8,1018.5,1,3,4,1336.22,4.2,281.1009463,1
19.8,7.0,12.9,65.8,0.0,0,0.0,16.6,1018.3,1,4,4,848.82,12.8,281.8837623,0
22.6,5.0,13.5,68.6,0.0,0,0.0,13.0,1015.2,1,5,4,926.1,17.6,281.5910803,0
36.0,24.0,29.8,50.9,8.536,100,8.33,33.5,1009.6,5,3,20,1516.82,12.0,162.7756027,2
28.0,17.0,21.0,79.7,3.149,100,4.17,13.0,1009.7,4,5,13,1673.7,11.0,233.0554434,2
19.4,12.0,14.7,92.9,0.0,0,0.0,19.7,1018.9,1,1,5,1365.63,7.4,277.7021881,1
20.0,10.0,14.2,82.0,0.0,0,0.0,18.4,1017.8,2,2,5,1164.4,10.0,285.8419662,1
23.6,9.0,15.8,68.0,0.0,0,0.0,18.4,1016.5,2,3,5,1074.4,14.6,263.9508846,0
23.3,9.0,16.2,68.8,0.0,0,0.0,14.8,1016.4,2,4,5,1114.56,14.3,262.0141609,0
24.7,11.5,17.2,65.8,0.0,0,0.0,18.4,1014.0,2,5,5,1131.76,13.2,251.4439373,0
25.0,12.0,17.5,67.1,0.0,0,0.0,14.8,1012.7,2,6,5,1174.25,13.0,250.975239,0
27.8,11.3,19.7,65.2,0.0,0,0.0,9.6,1011.8,2,0,6,1284.44,16.5,234.1914202,0
24.8,13.0,18.4,70.0,0.0,0,0.0,17.3,1011.7,2,1,6,1288.0,11.8,247.66106,0
24.0,11.0,16.9,60.1,0.0,0,0.0,17.3,1014.1,2,2,6,1015.69,13.0,244.7258742,0
28.2,11.0,19.3,60.8,0.0,0,0.0,11.2,1012.6,2,3,6,1173.44,17.2,230.890356,0
28.8,14.0,21.2,61.0,0.0,0,0.0,9.6,1011.3,2,4,6,1293.2,14.8,219.7355569,0
26.8,15.6,20.1,74.9,0.0,0,0.0,17.3,1013.6,2,5,6,1505.49,11.2,238.7240459,0
23.0,12.0,17.3,49.7,0.0,0,0.0,23.8,1017.9,2,6,6,859.81,11.0,219.7449213,0
22.1,9.0,15.5,41.8,0.0,0,0.0,29.7,1016.1,2,0,7,647.9,13.1,204.93188,0
25.2,10.5,17.2,43.2,0.0,0,0.0,18.4,1015.9,2,1,7,743.04,14.7,201.7087182,0
27.0,11.0,18.6,52.7,0.0,0,0.0,16.6,1013.4,2,2,7,980.22,16.0,219.9127753,0
27.4,12.8,19.8,67.8,0.0,0,0.0,7.6,1014.9,2,3,7,1342.44,14.6,236.2177565,0
28.3,15.3,21.1,72.5,0.0,0,0.0,10.1,1016.0,2,4,7,1529.75,13.0,230.8377941,1
28.8,14.3,21.0,70.9,0.0,0,0.0,11.2,1015.4,2,5,7,1488.9,14.5,230.6368543,1
29.9,14.4,21.7,69.3,0.0,0,0.0,9.0,1014.3,2,6,7,1503.81,15.5,225.0218904,1
32.0,15.7,23.3,63.3,0.0,0,0.0,13.0,1011.3,2,0,8,1474.89,16.3,210.1043156,1
30.5,17.0,22.8,67.4,0.0,0,0.0,13.0,1010.7,2,1,8,1536.72,13.5,216.7201137,0
27.2,16.0,21.3,71.5,0.0,0,0.0,10.1,1012.8,2,2,8,1522.95,11.2,228.9883193,1
28.5,15.0,21.0,60.9,0.0,0,0.0,16.6,1013.0,2,3,8,1278.9,13.5,220.784776,0
29.3,13.3,20.7,58.3,0.0,0,0.0,13.7,1014.8,2,4,8,1206.81,16.0,218.7060521,1
29.7,14.3,21.7,61.2,0.0,0,0.0,9.4,1016.6,2,5,8,1328.04,15.4,217.0525426,0
31.2,15.4,23.3,56.3,0.0,0,0.0,9.4,1017.9,2,6,8,1311.79,15.8,201.2507591,0
31.5,16.7,23.5,57.0,0.0,0,0.0,11.2,1017.6,2,0,9,1339.5,14.8,201.2277849,0
30.0,16.0,22.8,55.1,0.0,0,0.0,18.4,1017.7,2,1,9,1256.28,14.0,201.9877264,1
30.0,18.3,24.5,57.9,13.61,100,8.33,18.8,1009.7,4,1,14,1418.55,11.7,197.165255,2
30.5,16.7,23.5,56.6,0.0,0,0.0,13.0,1019.1,3,3,9,1330.1,13.8,200.641879,0
31.0,17.0,23.6,59.3,0.0,0,0.0,14.2,1019.5,3,4,9,1399.48,14.0,203.8239809,0
26.0,18.6,22.3,57.3,0.0,0,0.0,17.4,1019.8,3,5,9,1277.79,7.4,208.1603219,1
30.2,17.6,23.5,55.0,0.0,0,0.0,15.1,1018.5,3,6,9,1292.5,12.6,198.1834559,1
29.6,17.0,23.1,57.2,0.0,0,0.0,18.4,1016.2,3,0,10,1321.32,12.6,203.6618434,0
30.4,17.4,23.5,50.3,0.0,0,0.0,14.2,1015.8,3,1,10,1182.05,13.0,189.8995827,1
29.2,17.2,23.4,51.6,0.0,0,0.0,13.0,1016.9,3,2,10,1207.44,12.0,192.836761,1
29.2,18.7,23.9,51.0,0.0,0,0.0,13.0,1017.0,3,3,10,1218.9,10.5,189.3160308,1
29.9,17.3,23.7,60.7,0.0,0,0.0,14.8,1015.9,3,4,10,1438.59,12.6,204.9832195,0
31.6,18.0,24.5,53.1,0.0,0,0.0,13.0,1015.6,3,5,10,1300.95,13.6,190.0789007,0
33.1,17.3,25.3,46.2,0.0,0,0.0,11.2,1014.9,3,6,10,1168.86,15.8,173.6656988,0
33.0,18.9,25.7,50.6,0.0,0,0.0,13.0,1013.5,3,0,11,1300.42,14.1,180.2056324,1
32.7,20.0,25.8,54.9,0.0,0,0.0,14.8,1010.7,3,1,11,1416.42,12.7,186.4621152,0
33.5,19.5,26.2,49.9,0.0,0,0.0,8.8,1009.6,3,2,11,1307.38,14.0,176.7512107,1
32.4,21.7,26.3,44.6,0.0,0,0.0,14.8,1010.4,3,3,11,1172.98,10.7,166.2823482,1
29.0,19.7,24.2,49.3,0.0,0,0.0,11.2,1012.0,3,4,11,1193.06,9.3,184.6943609,1
25.0,18.0,20.7,80.7,4.298,100,20.83,19.0,1011.4,3,5,11,1670.49,7.0,235.1276002,3
34.1,21.5,27.9,72.2,44.312,100,8.33,16.7,1009.8,10,3,40,2014.38,12.6,188.3328932,2
29.0,21.5,24.8,87.1,6.124,100,8.33,9.4,1009.9,10,1,41,2160.08,7.5,203.350436,2
24.0,16.0,19.9,81.5,0.0,0,0.0,7.6,1009.3,3,1,12,1621.85,8.0,240.8904172,1
28.0,16.2,21.2,74.5,0.0,0,0.0,14.8,1010.8,3,2,12,1579.4,11.8,230.9629188,1
29.6,17.0,23.4,61.3,0.0,0,0.0,12.7,1009.4,3,3,12,1434.42,12.6,207.367509,1
36.0,21.0,28.8,51.4,0.4,100,12.5,16.6,1010.0,3,4,13,1480.32,15.0,167.7077041,2
28.7,17.0,22.8,70.7,0.0,0,0.0,16.6,1011.8,3,5,12,1611.96,11.7,218.7984547,1
30.1,18.2,24.2,51.4,0.0,0,0.0,14.8,1011.6,3,6,12,1243.88,11.9,188.6101755,0
27.9,18.0,23.0,58.9,0.0,0,0.0,17.2,1010.8,3,0,13,1354.7,9.9,206.606122,0
30.1,17.6,24.1,52.6,0.0,0,0.0,18.5,1010.4,3,1,13,1267.66,12.5,191.1966261,1
15.0,10.4,12.6,94.4,1.195,100,4.17,20.5,1010.0,1,6,3,1189.44,4.6,295.4118532,2
38.4,24.9,29.3,40.1,2.045,100,4.17,24.1,1010.0,4,5,15,1174.93,13.5,146.0492524,2
31.7,20.7,25.5,59.1,0.425,100,4.17,13.2,1010.1,3,4,11,1507.05,11.0,193.3702063,2
30.8,24.0,26.8,80.6,0.305,100,4.17,14.4,1010.2,9,6,39,2160.08,6.8,193.8989225,2
29.2,17.2,23.3,68.0,0.0,0,0.0,18.4,1008.6,4,6,13,1584.4,12.0,214.0677318,1
31.1,18.8,24.7,59.8,0.0,0,0.0,14.8,1007.2,4,0,14,1477.06,12.3,198.4406166,0
32.3,18.9,24.4,59.4,0.448,100,4.17,16.6,1010.2,4,2,14,1449.36,13.4,199.5879842,2
32.0,18.0,25.0,47.2,0.0,0,0.0,14.8,1010.3,4,2,14,1180.0,14.0,176.9783219,0
32.0,18.8,25.8,37.6,0.0,0,0.0,14.8,1012.5,4,3,14,970.08,13.2,151.781165,1
32.9,18.2,26.1,34.6,0.0,0,0.0,16.6,1014.2,4,4,14,903.06,14.7,142.794483,0
33.1,19.0,26.4,30.3,0.0,0,0.0,14.8,1014.6,4,5,14,799.92,14.1,129.5241404,0
35.0,18.2,27.3,31.5,0.0,0,0.0,14.8,1014.6,4,6,14,859.95,16.8,130.7837309,0
34.1,18.2,27.1,31.0,0.0,0,0.0,14.8,1012.7,4,0,15,840.1,15.9,129.8544565,1
36.2,19.2,28.5,31.0,0.0,0,0.0,16.6,1011.9,4,1,15,883.5,17.0,126.3999587,0
36.0,23.5,29.6,32.1,0.0,0,0.0,18.4,1011.4,4,2,15,950.16,12.5,126.616525,1
38.0,21.3,30.4,29.3,0.0,0,0.0,14.8,1009.5,4,3,15,890.72,16.7,117.4871211,1
38.3,22.6,30.9,26.3,0.0,0,0.0,16.6,1008.8,4,4,15,812.67,15.7,108.376645,1
40.1,22.9,32.3,24.7,0.0,0,0.0,10.6,1008.1,4,5,15,797.81,17.2,101.657793,0
40.0,24.9,32.9,26.4,0.0,0,0.0,14.8,1007.0,4,6,15,868.56,15.1,105.1631895,1
40.0,23.9,32.3,30.0,0.0,0,0.0,13.2,1007.2,4,0,16,969.0,16.1,115.2277547,1
39.0,24.5,32.9,31.6,0.0,0,0.0,14.9,1008.3,4,1,16,1039.64,14.5,117.6530812,1
37.3,25.0,31.4,35.1,0.0,0,0.0,18.4,1006.0,4,2,16,1102.14,12.3,129.0993566,1
30.5,21.0,25.8,58.9,1.2,100,12.5,27.7,1010.2,4,1,16,1519.62,9.5,191.5721861,2
35.5,23.0,29.2,35.1,0.0,0,0.0,17.3,1004.2,4,4,16,1024.92,12.5,135.1241858,1
35.5,22.7,29.5,29.1,0.0,0,0.0,18.4,1005.4,4,5,16,858.45,12.8,118.8809113,1
31.0,24.0,27.1,28.2,0.0,0,0.0,18.4,1007.5,4,6,16,764.22,7.0,121.4786515,1
33.2,22.0,26.9,35.0,0.0,0,0.0,16.6,1010.5,4,0,17,941.5,11.2,141.5080003,1
34.0,21.7,27.6,36.3,0.0,0,0.0,16.6,1011.8,4,1,17,1001.88,12.3,142.7530304,1
35.9,22.6,29.1,35.5,0.0,0,0.0,9.4,1008.5,4,2,17,1033.05,13.3,136.3684162,1
37.8,23.0,29.9,33.6,0.0,0,0.0,14.8,1007.9,4,3,17,1004.64,14.8,129.5937268,1
34.0,24.0,28.3,40.3,0.0,0,0.0,19.8,1009.0,4,4,17,1140.49,10.0,149.8160345,1
32.7,23.8,27.9,43.4,0.0,0,0.0,15.2,1008.3,4,5,17,1210.86,8.9,157.6973364,1
30.2,22.3,26.0,55.6,0.255,100,4.17,14.8,1007.3,4,6,17,1445.6,7.9,186.4462377,3
27.4,18.1,22.9,70.2,9.357,100,4.17,23.8,1010.3,3,0,14,1607.58,9.3,217.9000476,2
18.2,13.3,16.4,93.7,7.033,100,8.33,33.2,1010.3,2,3,6,1536.68,4.9,262.222904,2
34.0,24.0,29.5,46.1,0.3,100,12.5,14.8,1010.4,3,5,13,1359.95,10.0,156.6510216,2
31.0,18.6,24.6,71.2,0.0,0,0.0,9.4,1010.2,5,3,18,1751.52,12.4,207.7299331,1
33.1,21.7,27.9,56.9,0.0,0,0.0,11.2,1008.2,5,4,18,1587.51,11.4,178.7856093,1
35.0,23.0,28.6,49.4,0.0,0,0.0,27.7,1006.5,5,5,18,1412.84,12.0,165.5929378,1
31.8,25.9,28.5,75.7,0.03,100,4.17,16.6,1010.4,9,3,38,2157.45,5.9,184.8572603,2
35.6,23.1,29.2,53.0,0.0,0,0.0,20.5,1004.7,5,0,19,1547.6,12.5,168.1168573,1
37.0,22.5,30.3,35.8,0.0,0,0.0,14.8,1007.0,5,1,19,1084.74,14.5,133.6649723,0
36.1,24.0,30.5,24.8,0.0,0,0.0,14.8,1006.7,5,2,19,756.4,12.1,104.7964729,0
39.4,22.1,31.1,29.0,0.0,0,0.0,12.6,1007.2,5,3,19,901.9,17.3,115.2321369,0
41.0,22.9,32.8,27.9,0.0,0,0.0,13.0,1005.8,5,4,19,915.12,18.1,109.1121639,0
40.1,25.1,33.5,31.6,0.0,0,0.0,14.8,1005.1,5,5,19,1058.6,15.0,116.3274112,0
40.0,28.5,33.6,30.8,0.0,0,0.0,14.8,1002.3,5,6,19,1034.88,11.5,114.3437479,1
41.0,27.0,33.9,27.6,0.0,0,0.0,21.3,1002.0,5,0,20,935.64,14.0,106.3870406,1
39.0,28.0,33.4,30.4,0.0,0,0.0,22.9,1004.1,5,1,20,1015.36,11.0,113.8625147,1
40.2,27.3,33.3,33.3,0.0,0,0.0,14.8,1005.3,5,2,20,1108.89,12.9,120.4452828,1
29.8,19.7,22.8,85.4,27.311,100,12.5,18.4,1010.4,5,2,18,1947.12,10.1,218.4231331,2
38.0,25.1,32.1,39.2,0.0,0,0.0,19.6,1006.8,5,4,20,1258.32,12.9,135.4654946,0
40.0,25.1,33.5,32.9,0.0,0,0.0,14.8,1004.5,5,5,20,1102.15,14.9,119.1301533,0
42.2,26.1,35.7,27.5,0.0,0,0.0,14.8,1004.4,5,6,20,981.75,16.1,103.0605754,0
44.0,28.9,37.4,24.6,0.0,0,0.0,25.2,1004.2,5,0,21,920.04,15.1,94.1562128,0
44.0,31.8,36.9,25.0,0.0,0,0.0,28.4,1004.8,5,1,21,922.5,12.2,95.70616465,1
33.0,26.0,30.0,46.3,0.0,0,0.0,18.4,1006.1,5,2,21,1389.0,7.0,155.0850622,1
26.3,18.4,22.8,64.0,0.1,100,4.17,23.3,1010.4,3,6,12,1459.2,7.9,213.7494331,2
33.3,22.8,28.2,52.6,0.0,0,0.0,14.8,1006.4,5,4,21,1483.32,10.5,172.0131095,1
26.4,15.0,19.5,77.1,15.553,100,12.5,24.1,1010.4,3,3,10,1503.45,11.4,243.6439655,2
34.0,25.0,30.1,59.1,0.0,0,0.0,12.6,1006.8,5,6,21,1778.91,9.0,170.4422303,1
36.0,23.7,29.2,57.0,0.3,100,8.33,14.8,1010.5,10,1,43,1664.4,12.3,172.720347,2
27.0,16.0,21.0,72.4,2.0,100,4.17,14.8,1010.5,2,1,8,1520.4,11.0,231.4628654,2
32.5,19.7,24.1,62.0,0.809,100,4.17,27.7,1010.5,3,1,13,1494.2,12.8,204.1804333,2
29.0,16.4,21.8,71.5,0.2,100,4.17,10.9,1010.6,11,1,46,1558.7,12.6,225.6844173,2
33.4,22.5,28.5,53.9,0.0,0,0.0,11.2,1006.3,6,4,22,1536.15,10.9,172.3869116,1
35.5,24.4,30.4,49.0,0.0,0,0.0,12.9,1006.1,6,5,22,1489.6,11.1,157.6774736,0
17.0,10.5,13.5,83.2,3.463,100,8.33,18.4,1010.7,1,1,4,1123.2,6.5,291.8761127,2
37.2,25.9,31.7,52.6,0.0,0,0.0,18.4,1004.2,6,0,23,1667.42,11.3,157.0277986,1
21.1,13.0,15.8,88.1,8.701,100,25.0,22.3,1010.7,1,1,5,1391.98,8.1,271.343835,2
38.0,25.9,32.4,39.3,0.0,0,0.0,13.7,1003.8,6,2,23,1273.32,12.1,134.7560664,0
39.0,26.0,33.8,35.1,0.0,0,0.0,18.4,1003.1,6,3,23,1186.38,13.0,122.900401,0
40.1,28.8,33.8,40.9,0.0,0,0.0,19.7,1000.3,6,4,23,1382.42,11.3,133.3531413,1
41.0,28.4,34.4,39.5,0.0,0,0.0,16.6,998.8,6,5,23,1358.8,12.6,129.284459,1
24.7,18.0,21.0,71.8,0.771,100,8.33,14.8,1010.8,11,3,45,1507.8,6.7,231.1528652,2
40.0,29.0,34.9,45.1,0.0,0,0.0,22.2,998.6,6,0,24,1573.99,11.0,136.1123161,1
41.2,31.2,36.5,39.7,0.0,0,0.0,32.7,998.5,6,1,24,1449.05,10.0,123.7823708,0
40.1,30.0,35.4,40.4,0.0,0,0.0,26.0,999.5,6,2,24,1430.16,10.1,127.8838419,1
37.0,29.0,33.6,44.6,0.0,0,0.0,21.8,1001.0,6,3,24,1498.56,8.0,139.6902845,1
32.5,18.5,24.9,53.3,7.716,100,4.17,20.5,1010.8,3,2,13,1327.17,14.0,188.4506942,2
30.5,20.6,26.1,59.8,2.612,100,8.33,22.3,1010.8,4,0,15,1560.78,9.9,190.9957034,2
34.0,19.3,26.2,62.5,16.417,100,4.17,22.3,1010.9,4,0,18,1637.5,14.7,193.0639055,2
24.4,18.0,21.2,70.5,7.274,100,12.5,28.1,1010.9,3,5,9,1494.6,6.4,229.0663004,2
32.0,17.8,24.0,53.1,2.552,100,4.17,14.8,1011.0,3,1,14,1274.4,14.2,192.5390063,2
27.6,22.7,25.3,67.0,1.701,100,4.17,22.3,1011.0,10,1,42,1695.1,4.9,201.4642855,2
28.8,19.0,23.1,66.0,0.544,100,8.33,25.4,1011.0,4,2,16,1524.6,9.8,213.7810276,2
25.0,11.0,17.2,65.0,1.851,100,4.17,22.3,1011.1,2,0,9,1118.0,14.0,250.3938586,2
36.4,30.0,32.2,69.2,0.0,0,0.0,14.8,1000.0,6,5,25,2228.24,6.4,164.9001082,1
29.0,19.0,24.6,54.6,0.085,100,4.17,18.4,1011.2,3,6,12,1343.16,10.0,191.9659003,2
28.6,19.1,24.8,55.4,7.0,100,4.17,18.4,1011.3,4,4,16,1373.92,9.5,192.1561979,2
21.0,11.7,15.7,67.7,0.17,100,4.17,24.1,1011.3,2,1,9,1062.89,9.3,264.2985399,2
32.1,20.3,24.3,63.3,0.851,100,4.17,12.2,1011.5,3,4,13,1538.19,11.8,204.3407319,2
35.0,24.0,29.6,65.1,0.1,100,4.17,13.3,1011.5,10,1,42,1926.96,11.0,176.8790445,2
28.0,18.4,22.3,74.6,6.352,100,8.33,14.2,1011.5,11,2,46,1663.58,9.6,223.5550903,2
33.7,26.1,29.5,83.4,0.0,0,0.0,11.2,1000.6,7,5,26,2460.3,7.6,175.9445202,1
35.3,27.0,30.8,75.7,0.0,0,0.0,9.4,1001.2,7,6,26,2331.56,8.3,171.8765481,1
37.5,29.0,32.8,69.9,0.0,0,0.0,10.6,1000.6,7,0,27,2292.72,8.5,161.9687529,1
31.5,19.0,25.2,60.6,0.2,100,4.17,18.4,1011.6,3,5,13,1527.12,12.5,196.6310752,2
21.0,9.6,15.0,80.1,0.83,100,4.17,19.1,1011.6,1,0,3,1201.5,11.4,278.8951383,2
25.5,12.3,19.3,66.1,0.34,100,4.17,11.2,1011.9,3,1,11,1275.73,13.2,237.7887418,2
33.3,27.0,29.7,84.6,0.0,0,0.0,16.6,1002.0,7,4,27,2512.62,6.3,173.9238546,1
29.0,26.0,27.2,97.1,117.318,100,20.83,14.8,1001.9,7,5,27,2641.12,3.0,175.8655738,3
30.0,25.9,26.9,98.1,114.902,100,20.83,11.2,1001.2,7,6,27,2638.89,4.1,176.3480537,3
24.8,15.7,19.4,62.3,0.448,100,4.17,16.6,1011.9,3,6,9,1208.62,9.1,232.4411702,2
29.9,19.0,24.2,65.7,0.17,100,4.17,18.4,1011.9,11,5,44,1589.94,10.9,206.9860517,2
28.8,21.3,25.4,59.5,1.0,100,4.17,37.1,1011.9,10,0,42,1511.3,7.5,194.3533962,2
31.3,24.0,26.4,57.8,0.896,100,4.17,16.6,1012.0,4,6,15,1525.92,7.3,187.2221912,2
33.6,20.7,26.1,67.5,1.0,100,4.17,16.6,1012.1,3,1,10,1761.75,12.9,197.1323759,2
27.6,19.0,22.4,68.3,0.936,100,8.33,23.1,1012.1,3,0,13,1529.92,8.6,219.8691012,2
29.0,20.4,24.0,60.7,1.701,100,4.17,12.7,1012.2,3,3,13,1456.8,8.6,203.3123224,2
33.0,28.0,30.5,86.2,0.0,0,0.0,11.2,1000.9,7,0,29,2629.1,5.0,167.9377749,1
32.0,28.0,29.4,92.2,0.644,100,12.5,13.0,1000.7,7,1,29,2710.68,4.0,168.3767386,3
35.0,28.0,30.9,82.6,0.0,0,0.0,14.8,1000.5,7,2,29,2552.34,7.0,168.3272792,1
36.8,29.0,32.8,70.8,0.0,0,0.0,9.4,1000.5,7,3,29,2322.24,7.8,161.9822602,1
37.1,30.0,33.2,71.7,0.0,0,0.0,14.8,1002.0,7,4,29,2380.44,7.1,159.9513902,1
35.3,29.0,32.1,77.2,0.0,0,0.0,18.4,1004.2,7,5,29,2478.12,6.3,164.4177217,1
20.7,10.0,14.4,87.0,84.214,100,4.17,14.8,1012.2,1,3,2,1252.8,10.7,283.6894741,2
37.0,29.0,32.5,70.6,0.0,0,0.0,18.4,1001.9,7,0,30,2294.5,8.0,163.4825531,1
34.9,29.0,31.3,80.9,0.0,0,0.0,14.8,1002.3,7,1,30,2532.17,5.9,167.0937062,1
26.9,16.0,20.2,79.8,18.403,100,8.33,24.1,1012.2,2,5,9,1611.96,10.9,238.8250533,2
29.0,17.1,22.9,70.3,2.0,100,4.17,18.4,1012.3,2,3,8,1609.87,11.9,217.9536743,2
33.0,25.0,28.7,87.6,10.585,100,12.5,14.8,1001.2,7,4,30,2514.12,8.0,177.5395134,3
25.0,13.3,18.6,84.6,0.681,100,4.17,21.8,1012.4,2,2,6,1573.56,11.7,250.0572271,2
33.9,26.0,29.7,82.9,0.0,0,0.0,13.0,999.6,7,6,30,2462.13,7.9,175.0821963,1
34.3,28.0,31.1,78.3,0.0,0,0.0,14.8,999.1,7,0,31,2435.13,6.3,169.4308693,1
35.4,28.0,31.4,74.7,0.0,0,0.0,16.6,998.3,8,1,31,2345.58,7.4,168.834985,1
22.1,12.0,16.6,85.2,2.722,100,8.33,18.4,1012.6,3,6,9,1414.32,10.1,265.7984127,2
21.0,14.2,16.9,75.4,27.045,100,8.33,20.5,1012.6,12,3,50,1274.26,6.8,262.2303071,2
26.9,15.2,20.7,60.5,1.0,100,4.17,24.1,1012.8,2,3,8,1252.35,11.7,222.0083356,2
33.0,26.0,29.5,88.3,6.597,100,12.5,14.8,1002.7,8,5,31,2604.85,7.0,171.9880699,3
34.5,29.0,31.4,73.4,0.0,0,0.0,22.3,1000.2,8,6,31,2304.76,5.5,169.0242665,1
33.2,28.0,30.3,70.7,0.0,0,0.0,17.8,997.9,8,0,32,2142.21,5.2,174.8727894,1
36.3,27.0,31.0,67.9,0.0,0,0.0,19.8,998.7,8,1,32,2104.9,9.3,170.7322827,1
34.4,28.1,31.4,66.1,0.0,0,0.0,22.1,1002.5,8,2,32,2075.54,6.3,168.2037123,1
31.6,21.4,25.4,64.8,0.51,100,4.17,13.5,1012.9,10,2,44,1645.92,10.2,199.3696291,2
34.8,28.0,31.3,66.4,0.0,0,0.0,15.2,1004.5,8,4,32,2078.32,6.8,168.7982309,1
35.0,28.0,31.6,61.4,0.0,0,0.0,18.4,1002.3,8,5,32,1940.24,7.0,165.0461156,1
34.2,28.0,30.9,65.7,0.0,0,0.0,16.4,1000.3,8,6,32,2030.13,6.2,170.5503486,1
34.2,28.0,30.7,70.0,0.0,0,0.0,13.0,1003.9,8,0,33,2149.0,6.2,172.675615,1
29.5,20.0,24.8,54.7,0.17,100,4.17,17.6,1012.9,3,1,12,1356.56,9.5,191.117675,2
19.0,13.3,15.5,90.9,7.34,100,8.33,18.4,1013.1,12,4,50,1408.95,5.7,272.2611398,2
35.9,29.0,32.2,63.8,0.0,0,0.0,15.2,1003.7,8,3,33,2054.36,6.9,163.4561659,1
36.2,29.0,32.6,64.0,0.0,0,0.0,16.6,1003.5,8,4,33,2086.4,7.2,161.6531903,1
23.0,13.0,16.8,79.2,10.507,100,8.33,26.5,1013.1,1,0,4,1330.56,10.0,264.3813742,2
35.6,29.0,31.9,75.2,0.0,0,0.0,14.8,1004.3,8,6,33,2398.88,6.6,166.0721616,1
36.9,29.0,32.6,74.0,0.0,0,0.0,10.1,1003.0,8,0,34,2412.4,7.9,162.6752166,1
35.3,28.0,31.1,80.9,0.0,0,0.0,18.4,1001.1,8,1,34,2515.99,7.3,168.2114393,1
28.9,27.0,27.6,92.4,5.936,100,12.5,14.8,1000.5,8,2,34,2550.24,1.9,179.5175762,3
32.1,26.0,29.1,75.8,0.0,0,0.0,14.8,999.9,8,3,34,2205.78,6.1,181.3790321,1
34.4,26.7,30.4,68.1,0.0,0,0.0,14.8,1000.0,8,4,34,2070.24,7.7,173.8699804,1
34.5,27.0,30.8,63.6,0.0,0,0.0,17.8,1001.8,8,5,34,1958.88,7.5,170.1042833,1
35.0,27.0,30.9,58.5,0.0,0,0.0,17.8,1001.6,8,6,34,1807.65,8.0,166.2285022,1
34.9,27.0,30.7,62.5,0.0,0,0.0,24.0,1001.8,8,0,35,1918.75,7.9,169.9854563,1
35.0,27.0,31.5,61.5,0.0,0,0.0,17.3,1003.8,8,1,35,1937.25,8.0,165.5745938,1
35.6,28.0,31.6,62.8,0.0,0,0.0,16.6,1005.7,8,2,35,1984.48,7.6,165.8301381,1
